7717,4240
4100,5503
5979,7556
2940,3942
4257,5110
1786,5377
2773,1607
6757,4719
5545,3746
2732,5176
2008,3446
2260,4512
9123,5537
2905,8387
5305,9507
9462,7266
1226,4769
8501,4880
6526,7514
8355,6412
7510,6745
6355,2508
5590,7373
4172,8219
2867,3191
8099,6894
1110,3317
7278,2628
9463,3209
3973,5969
1028,3218
5850,1647
1014,7135
5699,4423
5258,3326
2036,4699
5184,9969
4887,2174
5327,5324
9069,6755
1165,8497
4908,4554
6359,9571
5947,7308
6837,9102
4138,2200
7604,3004
5742,6166
7808,2910
7248,6012
3030,8987
6186,4122
7462,4270
5894,1459
6265,7363
6292,3616
3314,8811
5146,2033
1097,5580
7500,7115
1163,9118
2151,3548
2422,2457
1228,1602
7202,9081
9722,6575
8356,1031
1022,9711
3352,6791
9913,3497
5460,3282
8914,3708
1385,6129
9100,8992
7256,4118
8923,7650
2417,5447
8055,3288
6271,9578
4307,6546
8053,5888
8989,6967
7993,9907
5167,6718
5543,6368
2341,7521
3699,1812
5969,9551
5781,7707
1710,3259
4273,5235
7921,9882
3870,5506
6236,7843
1492,9927
9274,8622
3312,5663
5898,7504
3287,5460
4244,6739
4642,2617
4596,3339
4758,9819
8314,4146
8421,5103
2659,2848
9315,2443
3039,2482
1014,4857
8593,5094
3504,5307
1618,2391
7125,5717
6037,8029
3884,3236
9681,3564
9354,4968
5128,9178
3949,4363
7841,3363
8063,3839
6460,4844
2843,7959
2045,6904
9049,5261
2486,7160
9898,7133
7042,5283
6083,7499
2786,3630
6093,9635
3340,5803
4630,5395
6537,1630
5898,8669
2169,1939
5205,9043
7139,1709
5133,4924
3899,9833
9461,7769
8609,3784
6978,1182
1436,6387
9800,3257
3361,5517
7887,4070
8941,9287
7636,1596
7233,8175
8286,1640
4424,1928
9141,1365
3467,9393
8252,7873
8312,7185
1283,5637
8699,6708
3151,5748
6330,1303
2826,5460
5093,5358
9194,5499
6949,3902
2433,4903
8132,4571
5586,3281
5447,3469
5243,3181
5201,3363
9303,6640
6605,2251
5600,8114
9101,6167
3641,8907
6288,1325
4975,7519
2470,3084
3524,7486
2247,8061
5777,6967
9999,9054
1901,8005
6292,8855
4749,9415
4381,6606
2279,9419
6885,2900
8524,6234
1534,8194
8950,1053
7713,2271
8080,7762
1662,2034
8566,8857
1002,1988
7293,1763
7510,9505
3071,9151
7372,8694
6452,9318
3467,6090
6185,9070
4348,8949
6256,6108
6898,3711
3383,1956
6443,7369
7102,8487
4686,6163
4341,3493
3318,4008
3883,5716
9083,9741
8649,9493
1431,5835
3267,8892
9801,4591
5515,9369
4209,7332
4184,5079
6130,7470
4350,5576
2179,2194
4708,3655
3252,4073
2415,3166
9661,6016
2158,3912
5851,6331
6712,1481
6564,1442
7315,8272
1217,9662
1975,2269
5047,7506
2230,3677
8384,7676
3132,1044
2436,1633
7835,7883
1951,5443
4862,3566
4238,4338
6505,6548
3324,1683
9847,9827
2826,7561
7252,5886
9234,6957
3946,4587
8982,7548
2260,8110
3784,1551
9207,3123
6138,2458
3024,4997
8033,2579
7373,6331
2618,1675
6721,3045
1457,4112
6163,5943
2818,9502
9499,1535
2353,9601
7390,7265
2067,8104
3034,5231
5675,1495
3327,5260
9877,9195
9782,7880
6250,9125
3037,8051
5047,6964
3348,4940
8818,3010
3984,3584
3300,6044
9227,1629
8641,5100
4992,2494
8125,9801
4095,7683
4403,8549
5096,3743
4201,1555
1382,7512
9044,1827
4784,7284
7494,1886
5226,5551
4930,7242
1713,6877
1219,2372
2107,3565
4578,6640
4076,3002
2610,8018
9648,2465
3295,5686
4081,3432
4260,3328
5542,4025
5837,5720
3313,4775
2127,9084
1646,2067
2840,3550
9391,8024
4097,4145
6075,7146
6806,4918
4836,5961
6495,3014
8609,9818
1625,6729
6724,8579
9654,8293
2524,7303
4668,3295
2329,8603
1399,4076
5807,4307
2761,6987
3845,6150
7250,2130
7919,8503
4555,2796
4165,9404
5458,1382
9352,6358
5626,5253
6653,8560
4003,5630
1807,9270
2518,1751
5705,2201
9453,4755
7983,1719
4903,1623
4154,9752
3748,9385
3194,3791
5129,6093
7519,3050
6977,9976
1804,1558
5678,2453
1468,5542
5282,1936
4441,8989
8296,8816
7376,8977
1072,4912
1057,7787
1375,5814
5724,1637
1309,8089
6415,1969
6702,9870
7113,8912
5712,3089
9105,1783
7544,4314
4786,8794
2106,1062
2513,7871
7966,2329
2782,9101
6647,8441
5674,5284
8251,7347
5855,7580
3101,5717
9795,9370
3744,3954
9252,1960
5573,8880
4596,9838
2248,3310
9379,7869
8949,9125
3374,5549
8761,7255
7178,5106
6418,1144
4784,6773
6110,4794
1969,3123
7893,2385
2962,7340
7066,7818
1418,9485
3196,2375
5041,6692
7012,7065
1385,9343
5287,3404
7970,3584
7646,5409
6530,7759
2144,2962
4241,2886
6731,5051
3307,7104
5586,3630
1745,2179
2583,3696
1245,1337
3518,7779
8168,7816
2170,1504
3532,2916
4932,3539
9975,1968
7503,2227
8682,9952
1209,1448
6265,2921
3643,8959
2469,1020
8010,6635
3845,7439
6806,4930
2039,7339
6596,5464
7437,2982
4532,4574
3440,3591
2596,6768
3477,8477
3930,2163
6821,4127
8721,1831
2546,9200
7627,1126
9136,2746
7306,2695
9291,2086
3015,5628
7271,2377
1228,5651
5273,9897
1937,3243
8220,6190
7404,5056
6024,8985
9930,4076
8642,8800
7264,1581
5137,2128
4573,3628
9403,5046
9315,1086
2740,3501
6423,6392
1321,3230
5981,5214
1237,6570
8596,9892
7801,4374
2692,7440
1165,2258
4359,2814
5461,1312
1604,5914
2550,8467
5371,6451
5933,4100
5242,1484
2294,5432
8697,8188
6760,5226
5354,2573
1175,3861
7031,9689
7726,8729
2412,4200
1936,8659
3032,2302
9795,6593
5900,2927
5068,2272
8034,5926
7627,5875
2434,3968
9361,3988
1956,8473
8854,5374
6606,4959
8274,2713
2255,7433
8181,9448
5887,8373
2970,2601
4479,5831
3764,3608
4976,4270
